path_no,x(m),y(m)
0,4.02224486193e-05,0.000124944530912
1,4.11289548209e-05,0.000127592670211
2,4.20355435238e-05,0.00013024105099
3,4.29422147163e-05,0.000132889673266
4,4.38489683864e-05,0.000135538537057
5,4.47558045222e-05,0.000138187642379
6,4.5662723112e-05,0.000140836989251
7,4.65697241439e-05,0.00014348657769
8,4.74768076059e-05,0.000146136407713
9,4.83839734862e-05,0.000148786479337
10,4.92912217729e-05,0.000151436792581
11,5.01985524541e-05,0.000154087347461
12,5.11059655179e-05,0.000156738143995
13,5.20134609525e-05,0.0001593891822
14,5.29210387459e-05,0.000162040462094
15,5.38286988861e-05,0.000164691983694
16,5.47364413614e-05,0.000167343747017
17,5.56442661597e-05,0.000169995752081
18,5.65521732691e-05,0.000172647998903
19,5.74601626777e-05,0.000175300487501
20,5.83682343737e-05,0.000177953217891
21,5.92763888805e-05,0.000180606191761
22,6.01846265168e-05,0.000183259410326
23,6.10929466778e-05,0.000185912871821
24,6.20013493487e-05,0.000188566576254
25,6.29098348531e-05,0.000191220524649
26,6.38184034453e-05,0.000193874717746
27,6.4727053931e-05,0.000196529151996
28,6.56357864014e-05,0.00019918382786
29,6.65446011817e-05,0.00020183874639
30,6.74534982603e-05,0.000204493907605
31,6.8362477625e-05,0.000207149311523
32,6.92715392635e-05,0.000209804958159
33,7.01806831636e-05,0.000212460847531
34,7.1089909313e-05,0.000215116979656
35,7.19992183125e-05,0.000217773356469
36,7.29086099831e-05,0.000220429977587
37,7.38180840682e-05,0.000223086842282
38,7.47276405554e-05,0.000225743950571
39,7.56372794328e-05,0.000228401302471
40,7.65470006622e-05,0.000231058897994
41,7.74567973494e-05,0.000233716728745
42,7.83666684233e-05,0.000236374800875
43,7.92766142536e-05,0.000239033115572
44,8.01866348287e-05,0.000241691672853
45,8.10967301369e-05,0.000244350472734
46,8.2006900166e-05,0.000247009515231
47,8.29171449043e-05,0.00024966880036
48,8.38274643401e-05,0.000252328328137
49,8.47378584613e-05,0.000254988098578
50,8.56483272729e-05,0.000257648111747
51,8.65588707549e-05,0.000260308367637
52,8.74694888931e-05,0.000262968866254
53,8.83801816757e-05,0.000265629607616
54,8.92909490909e-05,0.000268290591738
55,9.02017875048e-05,0.000270951814032
56,9.11126950101e-05,0.000273613276823
57,9.20236721005e-05,0.000276274981704
58,9.29347187651e-05,0.000278936928692
59,9.38458349922e-05,0.000281599117803
60,9.47570207703e-05,0.000284261549053
61,9.56682760878e-05,0.000286924222456
62,9.65796009332e-05,0.000289587138029
63,9.74909952948e-05,0.000292250295788
64,9.84024591612e-05,0.000294913695747
65,9.93139925208e-05,0.000297577337923
66,0.000100225595362,0.000300241222332
67,0.000101137267682,0.000302905348949
68,0.00010204900951,0.000305569717811
69,0.000102960820836,0.000308234328937
70,0.000103872701648,0.000310899182341
71,0.000104784651935,0.000313564278039
72,0.000105696671685,0.000316229616048
73,0.000106608760886,0.000318895196382
74,0.000107520919526,0.000321561019058
75,0.000108433147595,0.000324227084091
76,0.000109345445081,0.000326893391498
77,0.000110257811972,0.000329559941293
78,0.000111170248256,0.000332226733493
79,0.000112082753479,0.000334893766956
80,0.000112995327727,0.000337561042271
81,0.000113907971068,0.000340228559698
82,0.000114820683489,0.000342896319252
83,0.00011573346498,0.000345564320949
84,0.000116646315528,0.000348232564805
85,0.000117559235122,0.000350901050834
86,0.00011847222375,0.000353569779053
87,0.000119385281401,0.000356238749476
88,0.000120298408062,0.000358907962121
89,0.000121211603723,0.000361577417002
90,0.000122124868372,0.000364247114134
91,0.000123038202371,0.00036691705468
92,0.000123951606337,0.000369587240593
93,0.000124865079585,0.000372257669845
94,0.000125778622099,0.000374928342431
95,0.000126692233868,0.000377599258378
96,0.000127605914973,0.000380270417966
97,0.000128519665404,0.000382941821211
98,0.000129433485103,0.000385613467983
99,0.000130347374059,0.000388285358297
100,0.000131261332258,0.000390957492168
101,0.00013217535969,0.00039362986961
102,0.000133089456341,0.00039630249064
103,0.000134003622202,0.000398975355271
104,0.000134917857258,0.00040164846352
105,0.000135832161499,0.0004043218154
106,0.00013674653563,0.000406995413121
107,0.000137660979367,0.000409669255877
108,0.000138575492506,0.000412343343091
109,0.000139490075033,0.000415017674777
110,0.000140404726938,0.000417692250952
111,0.000141319448209,0.000420367071631
112,0.000142234238139,0.000423042135808
113,0.000143149091605,0.000425717439464
114,0.000144064009002,0.000428392986997
115,0.000144978990354,0.000431068778525
116,0.00014589403565,0.000433744814064
117,0.000146809144877,0.000436421093628
118,0.000147724318023,0.00043909761723
119,0.000148639555078,0.000441774384887
120,0.00014955485603,0.000444451396612
121,0.000150470220867,0.00044712865242
122,0.000151385649578,0.000449806152326
123,0.000152301142152,0.000452483896344
124,0.000153216698576,0.000455161884491
125,0.000154132318839,0.000457840116779
126,0.000155048002931,0.000460518593225
127,0.000155963750094,0.000463197312803
128,0.000156879557117,0.000465876273629
129,0.00015779542437,0.000468555478279
130,0.000158711351851,0.000471234926801
131,0.000159627339549,0.00047391461921
132,0.000160543387453,0.000476594555518
133,0.00016145949555,0.000479274735741
134,0.000162375663831,0.000481955159893
135,0.000163291892284,0.000484635827988
136,0.000164208180897,0.000487316740042
137,0.000165124529659,0.000489997896068
138,0.00016604093856,0.000492679296081
139,0.000166957407587,0.000495360940096
140,0.00016787393673,0.000498042828127
141,0.000168790525977,0.000500724960189
142,0.000169707175318,0.000503407336296
143,0.00017062388474,0.000506089956463
144,0.000171540654233,0.000508772820705
145,0.000172457483785,0.000511455929035
146,0.000173374373385,0.00051413928147
147,0.000174291323022,0.000516822878022
148,0.000175208332684,0.000519506718707
149,0.000176125402361,0.000522190803539
150,0.00017704253204,0.000524875132533
151,0.000177959721712,0.000527559705704
152,0.000178876971363,0.000530244523065
153,0.00327609723233,0.000543417947731
154,0.015049218104,0.000585224793804
155,0.0340772145549,0.000651422933458
156,0.0558748297756,0.000768334640733
157,0.0805420262631,0.00117003588223
158,0.106244396782,0.00236427434706
159,0.131151333725,0.00439369550723
160,0.156248272115,0.00729975648854
161,0.181877959765,0.0110521328424
162,0.20715517983,0.01564313951
163,0.232290888158,0.0210373531421
164,0.257379242715,0.0271112502407
165,0.282344708292,0.0338307016487
166,0.306948113658,0.0412542052116
167,0.331274995938,0.0492962034161
168,0.355724609088,0.0578070982253
169,0.380134010914,0.0667224344355
170,0.40434340935,0.0759561383851
171,0.428410552393,0.0853921679574
172,0.452509262563,0.0950557419683
173,0.47659172377,0.10492773681
174,0.500464130153,0.114983435959
175,0.524218606722,0.125190159789
176,0.548036131523,0.135574650557
177,0.571876569831,0.146064358332
178,0.595620318445,0.156531408271
179,0.618070530072,0.166399850962
180,0.640672065315,0.176301863549
181,0.663815405663,0.18645406096
182,0.686715697893,0.196492197869
183,0.709129270525,0.206364910487
184,0.732291105794,0.216581052966
185,0.756131184942,0.227105173514
186,0.779283683351,0.237327014987
187,0.80210499808,0.247338262789
188,0.825977904817,0.257682999231
189,0.850003596566,0.267917981709
190,0.874040406225,0.277985959852
191,0.898008906808,0.287842005139
192,0.921199209141,0.297238313624
193,0.945097499535,0.306869288461
194,0.968690481818,0.31629165126
195,0.991493535453,0.325350158265
196,1.01510559689,0.334602231219
197,1.03948194438,0.343977604507
198,1.06393283509,0.353169687817
199,1.08825957468,0.362119383522
200,1.11178267023,0.370614612935
201,1.13606341967,0.379289096772
202,1.16015862141,0.38774957278
203,1.1833947732,0.395815037714
204,1.20763377564,0.404144125235
205,1.23144852808,0.412255520528
206,1.25482591237,0.42017808632
207,1.27760279291,0.427914671112
208,1.30122650672,0.435900899132
209,1.32599169304,0.444115524997
210,1.35015068303,0.451895236241
211,1.37371326771,0.459255224255
212,1.39816871262,0.466698969469
213,1.42318114474,0.474128332662
214,1.44828162129,0.481335656883
215,1.47332775498,0.488293983631
216,1.49843952764,0.495028126232
217,1.52370426251,0.501568853187
218,1.54900101195,0.507881322551
219,1.57428563445,0.513999456411
220,1.59956488379,0.519986235634
221,1.62497804968,0.525837888013
222,1.65036603458,0.531512598798
223,1.67580185709,0.537043641041
224,1.70123982579,0.542417108938
225,1.7267899328,0.54762831228
226,1.75229949828,0.552667229341
227,1.77787613392,0.557571568078
228,1.80345663133,0.562326598387
229,1.82911776103,0.566907200192
230,1.85469821692,0.571304957107
231,1.88042062421,0.575537035914
232,1.90614442691,0.579577666102
233,1.93192286208,0.583407874715
234,1.95764694375,0.587033709794
235,1.98349194188,0.590499634179
236,2.00936001884,0.593780405042
237,2.03520262938,0.59684286977
238,2.06101509581,0.599719242656
239,2.08694920879,0.602445538332
240,2.11291822658,0.605005797561
241,2.13878739163,0.607355315113
242,2.16468006501,0.609531588945
243,2.19068722238,0.611545639217
244,2.21673970598,0.61339760045
245,2.24262944128,0.615081582791
246,2.26855550643,0.616635964429
247,2.29458614115,0.618074419112
248,2.32068235692,0.619386097216
249,2.34660212934,0.62054563203
250,2.3725496427,0.621574620538
251,2.39860756685,0.62248848486
252,2.4247226463,0.623282999878
253,2.45064979095,0.623977943885
254,2.47660630966,0.624576362732
255,2.50266369412,0.625089396145
256,2.52877804438,0.625517550471
257,2.55470135144,0.625881316375
258,2.5806569656,0.626181520125
259,2.60671702991,0.626425302926
260,2.63283257952,0.626585384807
261,2.65875837383,0.626695295455
262,2.68471723796,0.62675387623
263,2.71036029771,0.626755305462
264,2.73642351415,0.62683357819
265,2.76229733187,0.627068902439
266,2.78711508603,0.627412859158
267,2.81179833563,0.627875011246
268,2.83751701309,0.628487610228
269,2.86340144418,0.629224148195
270,2.88929419407,0.630060824756
271,2.91529496,0.630988225239
272,2.94135610895,0.631980599736
273,2.96724103676,0.633003386625
274,2.99315616267,0.634039785806
275,3.01916967451,0.635082442749
276,3.04524417957,0.636117107143
277,3.07114299719,0.637131079752
278,3.09706367286,0.638132866752
279,3.1230851423,0.639132222983
280,3.14916576447,0.640104972155
281,3.17506901058,0.641058911557
282,3.20099960968,0.641990609092
283,3.22702671462,0.642895668497
284,3.25311034241,0.643777086137
285,3.27899853827,0.644637852426
286,3.30493388614,0.645462564859
287,3.33096486622,0.646261155673
288,3.35705148586,0.64703620864
289,3.38293632722,0.647794378144
290,3.40887657401,0.648518611068
291,3.43491157494,0.649217934705
292,3.46100042343,0.649893640451
293,3.48688786141,0.650556749671
294,3.51283239631,0.651187723825
295,3.53887377487,0.651790973818
296,3.56497201939,0.652353924465
297,3.59089101399,0.652897618777
298,3.6168353623,0.653432836469
299,3.64287471261,0.653958637756
300,3.66897259532,0.654457937552
301,3.69488190912,0.654936520266
302,3.72082987419,0.655393261936
303,3.74687024823,0.655842862142
304,3.77296805941,0.656270412579
305,3.79887746169,0.656682540423
306,3.82482739259,0.657076757805
307,3.85087788863,0.657452681845
308,3.87698091267,0.657778318048
309,3.90289279168,0.658085374664
310,3.9288463485,0.658375255271
311,3.95489530818,0.658648748318
312,3.98099582252,0.658886122578
313,4.0069045051,0.659105873602
314,4.03286011839,0.659298200903
315,4.05890970342,0.659479555533
316,4.08500791877,0.65963028714
317,4.11091645025,0.659770204512
318,4.13687333834,0.659885142033
319,4.16292528792,0.659989070857
320,4.18902191987,0.660060917865
321,4.21493039794,0.660125866558
322,4.24088835065,0.66016830653
323,4.2669400402,0.660202682679
324,4.29302615684,0.660221313341
325,4.31892646016,0.660257367338
326,4.3448858682,0.660285271821
327,4.37094115918,0.660294013633
328,4.39702360591,0.660279118883
329,4.42292305857,0.660275968629
330,4.44888453095,0.660260788264
331,4.47494174374,0.660224434343
332,4.50103094381,0.660153889779
333,4.52693348994,0.660091178238
334,4.55289450579,0.660021588522
335,4.57894596835,0.659950093207
336,4.60502366966,0.659866828921
337,4.63092272913,0.659793480202
338,4.65688376779,0.659715183985
339,4.68293627106,0.659634900911
340,4.70901262566,0.659543281317
341,4.73491055215,0.659461209127
342,4.7608724856,0.65937409073
343,4.78692622212,0.659284912699
344,4.81300129697,0.659184554926
345,4.83889831454,0.659093631944
346,4.86486128652,0.658997637666
347,4.89091601724,0.658899489242
348,4.91698965116,0.65879015499
349,4.94288586062,0.658690179274
350,4.9688500502,0.658585122496
351,4.9949059427,0.658477831757
352,5.02097805769,0.658359342619
353,5.04687341385,0.658250155892
354,5.07283860465,0.658135853476
355,5.09889548333,0.658019217186
356,5.12496598595,0.657891410225
357,5.15086041111,0.657773019203
358,5.17682689395,0.657649344022
359,5.20288489949,0.657523253627
360,5.22895368287,0.657385998651
361,5.25476522096,0.657293452915
362,5.2806916564,0.657332583257
363,5.30672779616,0.657498742952
364,5.3327658738,0.657779829351
365,5.35863360159,0.658189138227
366,5.38458880422,0.658666158304
367,5.41065450821,0.65911868992
368,5.43674610004,0.65952360839
369,5.46263465473,0.659898092695
370,5.48860748508,0.660227375248
371,5.51467677308,0.660527691557
372,5.5407250615,0.660821413944
373,5.56660382225,0.66119286043
374,5.59255096515,0.661639574353
375,5.61859626921,0.662160291711
376,5.64466988395,0.662727340235
377,5.67054797265,0.663287670477
378,5.6964963116,0.663857494785
379,5.72253853427,0.664500694036
380,5.74858766012,0.665213063355
381,5.7744354403,0.665996785054
382,5.80037737523,0.666842341464
383,5.82643773865,0.667716775838
384,5.85251772213,0.66852611417
385,5.87841036097,0.669254973699
386,5.90438828643,0.669907164286
387,5.93046626083,0.670496715291
388,5.95581233773,0.671016947811
389,5.98117319643,0.67153163717
390,6.00713740665,0.672063236321
391,6.03320988651,0.672539765054
392,6.05929935171,0.672954142663
393,6.08517939799,0.673342851586
394,6.1111551699,0.673666466539
395,6.13720692797,0.67397756504
396,6.16326508802,0.674341965129
397,6.18912598437,0.674787685987
398,6.21509010868,0.675260007741
399,6.24116232467,0.675698411466
400,6.26725071246,0.676076189684
401,6.29314077914,0.676422830603
402,6.31912169986,0.676702769552
403,6.34519849023,0.676926812251
404,6.3712781654,0.677094202649
405,6.39717241309,0.677248117695
406,6.42315526932,0.677337715442
407,6.44923357379,0.677374541051
408,6.47530379744,0.677358909434
409,6.50120908887,0.677339508108
410,6.52718665443,0.677284515433
411,6.5532688826,0.677198623233
412,6.5793345388,0.677060732281
413,6.60523417259,0.676909457861
414,6.63121511228,0.676720246224
415,6.65729517059,0.676489608374
416,6.68335583712,0.67621784791
417,6.70924678467,0.675938075888
418,6.73522536793,0.675635466082
419,6.76130157661,0.675299292224
420,6.78736367164,0.674916910682
421,6.81324292179,0.674514844398
422,6.83922040534,0.674095931171
423,6.86528632762,0.673658019288
424,6.89132260239,0.673227720326
425,6.91720436264,0.672839347312
426,6.94317737804,0.672464133706
427,6.96923865141,0.672106553393
428,6.99527290881,0.671780926025
429,7.02115023033,0.671503176862
430,7.04712505209,0.671251375718
431,7.07319170153,0.671011625797
432,7.09923171034,0.670774881043
433,7.1251241886,0.670545200312
434,7.15110456071,0.670310832404
435,7.17717520728,0.670072375345
436,7.20321895217,0.669819780588
437,7.22911684804,0.669549856492
438,7.25509228022,0.669273880718
439,7.28115710951,0.669030245033
440,7.30718201046,0.668821613866
441,7.33307151279,0.668652444382
442,7.35905661501,0.668483427342
443,7.38513200599,0.66829153945
444,7.41115575084,0.668100246951
445,7.43704805471,0.667943690541
446,7.46303518768,0.667783420305
447,7.48911301459,0.66760099182
448,7.51514074421,0.667401994242
449,7.54104047047,0.667202368933
450,7.56702576993,0.666999426961
451,7.59310634481,0.66678452077
452,7.61912240922,0.666556105455
453,7.64501704119,0.666350483632
454,7.67100304759,0.666153997346
455,7.69707980797,0.665950566902
456,7.72309941794,0.665737638787
457,7.7490020021,0.665525426443
458,7.77498950047,0.665310273016
459,7.80106607489,0.66509090521
460,7.8270809484,0.664866265798
461,7.8529847924,0.66464448776
462,7.87897347407,0.664419973924
463,7.90505561628,0.664184871223
464,7.93106257292,0.663933522784
465,7.95696779865,0.663684264414
466,7.98295726265,0.663432245401
467,8.0090352821,0.663175705887
468,8.03504256791,0.662914885872
469,8.06094930577,0.662656229428
470,8.08693997627,0.662394977725
471,8.11301881173,0.662129114614
472,8.13902230259,0.661859272048
473,8.16493120833,0.661591446776
474,8.19092284376,0.661321114397
475,8.21700234947,0.661046064802
476,8.24300221747,0.660767311366
477,8.26891245484,0.660490327782
478,8.29490526421,0.66021090793
479,8.32099152178,0.659918860862
480,8.34699489918,0.659601613913
481,8.37290657624,0.659269109992
482,8.39889429233,0.658943493693
483,8.42496769003,0.658649381646
484,8.45096562477,0.65838583543
485,8.47687347589,0.658140267006
486,8.50286613205,0.657909016326
487,8.52894825405,0.657684869757
488,8.55493903555,0.657457157664
489,8.58085327884,0.657230876428
490,8.60684984141,0.657002503094
491,8.63293287957,0.656769514626
492,8.6589164322,0.656538452663
493,8.68482698484,0.65633073799
494,8.71082093584,0.65614202422
495,8.73689964696,0.655974530427
496,8.76288628952,0.655820875881
497,8.7888032545,0.655666364628
498,8.81480248111,0.655510152599
499,8.84088752057,0.655349703272
500,8.86687195538,0.655184233417
501,8.89278974829,0.655020330838
502,8.91878836597,0.65485932687
503,8.94486969046,0.654710275456
504,8.97084691298,0.654582114154
505,8.99675397768,0.654492539746
506,9.02275400309,0.654425254519
507,9.04884051073,0.654354531837
508,9.07482181997,0.654278444733
509,9.10074036523,0.654203869597
510,9.12674343653,0.65412861868
511,9.1528306409,0.654049457691
512,9.17880987161,0.653965065382
513,9.20472875278,0.6538821023
514,9.23073284953,0.653798357978
515,9.25682053296,0.653710596288
516,9.28279773485,0.653617577326
517,9.30871700375,0.653525923626
518,9.33472231132,0.653433436649
519,9.36081055704,0.653336846566
520,9.38678580355,0.653234906148
521,9.41270521208,0.653134316224
522,9.43871151688,0.653032820075
523,9.46479623366,0.652933019864
524,9.4907645344,0.652848097821
525,9.51668291138,0.652776949883
526,9.54141977121,0.652700578055
527,9.5661893669,0.652611880224
528,9.59133694707,0.652514033281
529,9.61722676378,0.652358948063
530,9.64324181951,0.652108232687
531,9.66935305559,0.651768159776
532,9.6954011325,0.651371478613
533,9.72129783954,0.651009913963
534,9.74728742622,0.650698112546
535,9.77339457782,0.650377012269
536,9.79940862588,0.649977991583
537,9.82533181088,0.649517378078
538,9.85134407304,0.64898233782
539,9.87743813971,0.648365958569
540,9.90348386153,0.64772949984
541,9.92937738,0.64714974983
542,9.95535817107,0.646628498466
543,9.98142781064,0.646175884638
544,10.007388143,0.645798019386
545,10.0332875817,0.64547837708
546,10.0592754691,0.645215108361
547,10.0853492608,0.645015507631
548,10.1113132041,0.644897191618
549,10.1372122693,0.644861039162
550,10.1632036786,0.644879812261
551,10.1892786833,0.644960543163
552,10.2152614894,0.645102504861
553,10.2411631957,0.645291112196
554,10.267161348,0.645518728479
555,10.2932455445,0.645768593704
556,10.319205815,0.646049118537
557,10.3451179884,0.646365932212
558,10.3711217561,0.646685889937
559,10.3972114715,0.647005257091
560,10.4231800345,0.647323024288
561,10.449097039,0.647654193564
562,10.4751024356,0.647985781219
563,10.5011925084,0.648312709633
564,10.5271595455,0.648637771774
565,10.5530768944,0.648976180291
566,10.5790833904,0.649315116467
567,10.6051791968,0.649643178127
568,10.6311306892,0.649956078085
569,10.6570484104,0.650282061301
570,10.6830554395,0.650610076029
571,10.7091498183,0.650932929976
572,10.7351255565,0.651240526967
573,10.7610489898,0.651540119513
574,10.787058222,0.651829403452
575,10.8131500712,0.652117073142
576,10.839112677,0.65240460019
577,10.8650348808,0.652697327795
578,10.8910484279,0.652973973822
579,10.9171462849,0.653229808871
580,10.9431048638,0.653472672698
581,10.9690237159,0.653726703815
582,10.995035299,0.653982815676
583,11.0211338338,0.65423050309
584,11.0471007483,0.654459688874
585,11.0730217007,0.654687215327
586,11.0990369632,0.654911759885
587,11.1251367642,0.655117114333
588,11.1510971293,0.655307124446
589,11.1770179861,0.655507794927
590,11.203032446,0.655710249878
591,11.2291322696,0.655903538076
592,11.2550862698,0.656092933239
593,11.2810041783,0.656318511739
594,11.3070197964,0.656548250359
595,11.3331197849,0.656768824106
596,11.3590791438,0.656972517245
597,11.3850032391,0.657174007038
598,11.4110201352,0.657376970548
599,11.4371205363,0.657570343425
600,11.4630777936,0.657747020519
601,11.489003162,0.657921826863
602,11.5150213676,0.658097840184
603,11.5411220998,0.658263812286
604,11.5670777455,0.658413741276
605,11.593004575,0.658561421167
606,11.6190251527,0.658708321027
607,11.645126293,0.658840576619
608,11.6710813416,0.658956123446
609,11.6970096805,0.659065898559
610,11.7230316016,0.659174461917
611,11.749132963,0.659267417971
612,11.7750863431,0.659344314365
613,11.8010162534,0.659414975106
614,11.8270388333,0.659485474479
615,11.8531399672,0.659542963687
616,11.8790915041,0.659586791454
617,11.9050225184,0.659627125729
618,11.9310457661,0.659667867732
619,11.9571465157,0.659696756648
620,11.9830951105,0.659713711721
621,12.0090310574,0.659718152721
622,12.0350557552,0.659710782572
623,12.0611476363,0.659695666605
624,12.0870924672,0.659676807123
625,12.1130266836,0.659650295202
626,12.1390518958,0.659620860501
627,12.1651437173,0.659583912523
628,12.1910811905,0.659547996609
629,12.2170161185,0.659511406559
630,12.2430425224,0.659473599722
631,12.2691344707,0.659428497809
632,12.2950700716,0.65938480487
633,12.3210058158,0.659339985403
634,12.3470332204,0.659294099806
635,12.3731250619,0.659240901409
636,12.3990584843,0.659189438712
637,12.4249953987,0.659136560565
638,12.451024008,0.65908263137
639,12.4771157045,0.659021243974
640,12.5030468786,0.658961908981
641,12.5289846526,0.658900833164
642,12.5550142992,0.658838614443
643,12.5811057306,0.658768743294
644,12.6070348577,0.658701189483
645,12.6329737687,0.658631707856
646,12.6590046273,0.658560992136
647,12.6850957935,0.658482413239
648,12.7110227701,0.658406447329
649,12.736962674,0.658328384407
650,12.7629945427,0.658248978897
651,12.7890853323,0.658161467856
652,12.8150103263,0.658076936224
653,12.8409514114,0.657990112507
654,12.8669844757,0.657901852201
655,12.8930749024,0.657805260411
656,12.9189979342,0.657711945813
657,12.9449399498,0.657616168253
658,12.9709740215,0.65751884745
659,12.9970639904,0.657412959395
660,13.0229848915,0.657310796702
661,13.0489280721,0.657205892716
662,13.0749633315,0.657099360624
663,13.1010528449,0.656984031288
664,13.1269712272,0.656873049524
665,13.1529154081,0.656758813551
666,13.1789516573,0.656642855309
667,13.2050406195,0.656517848018
668,13.2309572811,0.656397570339
669,13.256902559,0.656273867818
670,13.2829399921,0.656148358391
671,13.3090284146,0.656013573241
672,13.3349427777,0.655884047751
673,13.360889052,0.655750805159
674,13.3869274659,0.655615664845
675,13.4130152473,0.655471006756
676,13.4389279904,0.655332254723
677,13.4648754744,0.655189544317
678,13.4909150483,0.655044857348
679,13.5170021986,0.654890449141
680,13.5429140639,0.654742434702
681,13.5688624527,0.654590406261
682,13.5949030119,0.654436303665
683,13.6209848391,0.654278640563
684,13.6468890314,0.654147903563
685,13.6728302145,0.654039916146
686,13.698870776,0.653956041409
687,13.7249566741,0.653863109525
688,13.7508665255,0.653776663757
689,13.7768174332,0.653686552012
690,13.8028604645,0.653594704906
691,13.8289455936,0.653492608407
692,13.854853962,0.653397477046
693,13.8808060721,0.653298365393
694,13.9068502822,0.653197449661
695,13.9329346209,0.653086110988
696,13.9588414274,0.652982289522
697,13.9847912839,0.652880523014
698,14.0108328859,0.652795801277
699,14.0369077033,0.652731038724
700,14.0628118742,0.6527031989
701,14.0887664699,0.652671638678
702,14.1148129024,0.652638291654
703,14.1408951243,0.652593739498
704,14.1667996835,0.652558808006
705,14.1927551583,0.652519462215
706,14.2188026457,0.652478416698
707,14.2448840147,0.652426179742
708,14.2707875495,0.652383716195
709,14.2967442811,0.652336690571
710,14.3227929647,0.652288007416
711,14.3488638027,0.652246813303
712,14.3747476354,0.652277529389
713,14.4006844153,0.652372013615
